case_name,solver_config,solver_method,rtol,atol,t,lagrangian_theta1_rad,lagrangian_theta2_rad,hamiltonian_theta1_rad,hamiltonian_theta2_rad,abs_theta1_diff_rad,abs_theta2_diff_rad,max_abs_theta_diff_rad,lagrangian_x2,lagrangian_y2,hamiltonian_x2,hamiltonian_y2,abs_x2_diff,abs_y2_diff,second_bob_position_diff,max_bob_position_abs_diff,lagrangian_energy,lagrangian_energy_abs_drift,lagrangian_energy_signed_drift,lagrangian_energy_relative_drift,hamiltonian_energy,hamiltonian_energy_abs_drift,hamiltonian_energy_signed_drift,hamiltonian_energy_relative_drift
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.0,0.0,1.0471975511965976,0.0,1.0471975511965976,0.0,0.0,0.0,0.8660254037844386,-1.5,0.8660254037844386,-1.5,0.0,0.0,0.0,0.0,-24.525000000000002,0.0,0.0,0.0,-24.525000000000002,0.0,0.0,0.0
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.0050062578222778474,3.0420982598302837e-05,1.0470758786620904,3.0420982598305927e-05,1.0470758786620906,3.0899761915836876e-18,2.220446049250313e-16,2.220446049250313e-16,0.8659949820895196,-1.5001053673417966,0.8659949820895197,-1.5001053673417966,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-24.525000000000002,0.0,0.0,0.0,-24.525000000000002,0.0,0.0,0.0
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.010012515644555695,0.00012172193385381297,1.0467108457877494,0.0001217219338538174,1.0467108457877494,4.431676380034499e-18,0.0,4.431676380034499e-18,0.8659036704501953,-1.5004214326029288,0.8659036704501953,-1.5004214326029288,0.0,0.0,0.0,4.431676380034499e-18,-24.525000000000002,0.0,0.0,0.0,-24.525000000000002,0.0,0.0,0.0
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.015018773466833543,0.0002740168620736622,1.0461024067118883,0.0002740168622617433,1.0461024067115696,1.880811045101849e-13,3.1863400806741993e-13,3.1863400806741993e-13,0.8657513291801563,-1.5009480853770416,0.8657513291801847,-1.5009480853773174,2.842170943040401e-14,2.757793993168889e-13,2.772400956833812e-13,2.757793993168889e-13,-24.524999999997142,2.8599345114344032e-12,2.8599345114344032e-12,1.1661302798917035e-13,-24.525000000000027,2.4868995751603507e-14,-2.4868995751603507e-14,-1.0140263303406117e-15
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.02002503128911139,0.00048749577532001176,1.0452504848322681,0.0004874957756218624,1.0452504848318336,3.0185066685756157e-13,4.3454129183828627e-13,4.3454129183828627e-13,0.8655377253935752,-1.5016851412763215,0.8655377253936591,-1.5016851412766972,8.393286066166183e-14,3.7569947153315297e-13,3.849608006136993e-13,3.7569947153315297e-13,-24.524999999996222,3.780087354243733e-12,3.780087354243733e-12,1.54132002211773e-13,-24.52500000000004,3.907985046680551e-14,-3.907985046680551e-14,-1.5934699476781043e-15
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.025031289111389236,0.0007624246709258893,1.0441549725604837,0.0007624246713059705,1.0441549725598598,3.800811661930359e-13,6.23945339839338e-13,6.23945339839338e-13,0.865262532891817,-1.502632341361395,0.8652625328918834,-1.502632341361934,6.639133687258436e-14,5.39124300757976e-13,5.43196853156851e-13,5.39124300757976e-13,-24.52499999999437,5.631051180898794e-12,5.631051180898794e-12,2.296045333699814e-13,-24.525000000000134,1.3145040611561853e-13,-1.3145040611561853e-13,-5.359853460371805e-15
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.030037546933667086,0.0010991455213764994,1.042815730976166,0.001099145522154316,1.0428157309745671,7.778166132010877e-13,1.5989432000651504e-12,1.5989432000651504e-12,0.8649253320038609,-1.5037893513424365,0.8649253320038333,-1.503789351343817,2.7644553313166398e-14,1.3804513088189196e-12,1.3807280823347343e-12,1.3804513088189196e-12,-24.524999999984647,1.5354828519775765e-11,1.5354828519775765e-11,6.260888285331606e-13,-24.525000000000237,2.3447910280083306e-13,-2.3447910280083306e-13,-9.560819686068625e-15
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.03504380475594493,0.0014980762563456436,1.041232589382244,0.0014980762576128522,1.0412325893795256,1.2672085603071537e-12,2.7184920980971583e-12,2.7184920980971583e-12,0.8645256093803007,-1.5051557605479702,0.8645256093801946,-1.5051557605503145,1.0602629885170245e-13,2.3443469387984806e-12,2.3467433062655143e-12,2.3443469387984806e-12,-24.524999999973275,2.672706500561617e-11,2.672706500561617e-11,1.089788583307489e-12,-24.525000000000166,1.6342482922482304e-13,-1.6342482922482304e-13,-6.663601599381163e-15
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.04005006257822278,0.001959710738348484,1.039405344765801,0.0019597107395011386,1.0394053447633937,1.1526547945284182e-12,2.4071855619922644e-12,2.4071855619922644e-12,0.864062757739975,-1.5067310806543084,0.8640627577399078,-1.5067310806563814,6.716849298982197e-14,2.0730084315800923e-12,2.0740963246321705e-12,2.0730084315800923e-12,-24.52499999997547,2.453148795211746e-11,2.453148795211746e-11,1.0002645444288463e-12,-24.52500000000002,1.7763568394002505e-14,-1.7763568394002505e-14,-7.243045216718656e-16
screenshot_like_simple_start,dop853_reference,DOP853,1e-11,1e-13,0.04505632040050063,0.002484618731542555,1.0373337611648228,0.0024846187314969716,1.0373337611650535,4.558332877824256e-14,2.3070434451710753e-13,2.3070434451710753e-13,0.8635360755681334,-1.5085147441715425,0.8635360755682051,-1.508514744171344,7.172040739078511e-14,1.98507876802978e-13,2.1106679982680002e-13,1.98507876802978e-13,-24.52499999999911,8.917311333789257e-13,8.917311333789257e-13,3.636008698792765e-14,-24.525000000000052,4.973799150320701e-14,-4.973799150320701e-14,-2.0280526606812234e-15
