case_name,solver_config,solver_method,rtol,atol,t,lagrangian_theta1_rad,lagrangian_theta2_rad,hamiltonian_theta1_rad,hamiltonian_theta2_rad,abs_theta1_diff_rad,abs_theta2_diff_rad,max_abs_theta_diff_rad,lagrangian_x2,lagrangian_y2,hamiltonian_x2,hamiltonian_y2,abs_x2_diff,abs_y2_diff,second_bob_position_diff,max_bob_position_abs_diff,lagrangian_energy,lagrangian_energy_abs_drift,lagrangian_energy_signed_drift,lagrangian_energy_relative_drift,hamiltonian_energy,hamiltonian_energy_abs_drift,hamiltonian_energy_signed_drift,hamiltonian_energy_relative_drift
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.0,0.0,1.0471975511965976,0.0,1.0471975511965976,0.0,0.0,0.0,0.8660254037844386,-1.5,0.8660254037844386,-1.5,0.0,0.0,0.0,0.0,-24.525000000000002,0.0,0.0,0.0,-24.525000000000002,0.0,0.0,0.0
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.0050062578222778474,3.042098259830291e-05,1.0470758786620904,3.0420982598305784e-05,1.0470758786620906,2.8731357570865868e-18,2.220446049250313e-16,2.220446049250313e-16,0.8659949820895196,-1.5001053673417966,0.8659949820895197,-1.5001053673417966,1.1102230246251565e-16,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-24.525000000000002,0.0,0.0,0.0,-24.525000000000002,0.0,0.0,0.0
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.010012515644555695,0.00012172193385381295,1.0467108457877494,0.00012172193385381693,1.0467108457877494,3.984442983884229e-18,0.0,3.984442983884229e-18,0.8659036704501953,-1.5004214326029288,0.8659036704501953,-1.5004214326029288,0.0,0.0,0.0,3.984442983884229e-18,-24.525000000000002,0.0,0.0,0.0,-24.525000000000002,0.0,0.0,0.0
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.015018773466833543,0.0002740168475861576,1.0461024067342786,0.00027401686233916413,1.0461024067114562,1.4753006542106428e-11,2.2822410628009493e-11,2.2822410628009493e-11,0.8657513291768851,-1.5009480853576673,0.8657513291802053,-1.5009480853774155,3.3201219551415306e-12,1.9748203072822434e-11,2.002535229159393e-11,1.9748203072822434e-11,-24.52499999978872,2.112834351919446e-10,2.112834351919446e-10,8.615022841669504e-12,-24.525000000001047,1.0444978215673473e-12,-1.0444978215673473e-12,-4.2589105874305694e-14
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.02002503128911139,0.00048749573725425483,1.0452504848887847,0.0004874957758612192,1.0452504848314248,3.8606964359363255e-11,5.735989461186364e-11,5.735989461186364e-11,0.865537725383863,-1.5016851412274503,0.8655377253936934,-1.5016851412770507,9.830469771543449e-12,4.9600323848153494e-11,5.056510913437183e-11,4.9600323848153494e-11,-24.524999999471028,5.28974197777643e-10,5.28974197777643e-10,2.1568774629057818e-11,-24.52500000000362,3.61666252501891e-12,-3.61666252501891e-12,-1.4746840061239182e-13
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.025031289111389236,0.0007624246242571916,1.0441549726261252,0.0007624246715637376,1.0441549725594046,4.730654605024365e-11,6.672062902168818e-11,6.672062902168818e-11,0.8652625328781418,-1.5026323413046834,0.8652625328919124,-1.5026323413623273,1.3770540263635667e-11,5.764388966156275e-11,5.926589064940164e-11,5.764388966156275e-11,-24.524999999398126,6.018758824666293e-10,6.018758824666293e-10,2.4541320385999154e-11,-24.52500000000408,4.078515303262975e-12,-4.078515303262975e-12,-1.6630031817586033e-13
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.030037546933667086,0.0010991454744832163,1.0428157310398896,0.0010991455227538228,1.042815730973788,4.8270606478953426e-11,6.61015686631572e-11,6.61015686631572e-11,0.864925331989071,-1.503789351287442,0.8649253320040402,-1.5037893513444893,1.4969248063323448e-11,5.7047255808129194e-11,5.897853662833152e-11,5.7047255808129194e-11,-24.524999999414007,5.85995252322391e-10,5.85995252322391e-10,2.3893792143624503e-11,-24.525000000007964,7.961631354191923e-12,-7.961631354191923e-12,-3.2463328661333017e-13
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.03504380475594493,0.0014980762005466755,1.041232589462857,0.0014980762588995,1.0412325893779941,5.835282452550106e-11,8.486278346708787e-11,8.486278346708787e-11,0.8645256093652239,-1.5051557604784827,0.8645256093807077,-1.5051557605516344,1.5483725412934746e-11,7.315170691413186e-11,7.477244129433122e-11,7.315170691413186e-11,-24.52499999919996,8.000426987564424e-10,8.000426987564424e-10,3.262151676886615e-11,-24.525000000016302,1.6299850358336698e-11,-1.6299850358336698e-11,-6.646218290861039e-13
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.04005006257822278,0.0019597106521862667,1.0394053449029446,0.0019597107412985173,1.0394053447611271,8.911225056473793e-11,1.4181744667496332e-10,1.4181744667496332e-10,0.8640627577233081,-1.5067310805362455,0.8640627577405566,-1.5067310806583318,1.7248535932878895e-11,1.2208634103672011e-10,1.2329876990287512e-10,1.2208634103672011e-10,-24.52499999854204,1.4579626395061496e-09,1.4579626395061496e-09,5.944801792074004e-11,-24.52500000002366,2.3657520387132536e-11,-2.3657520387132536e-11,-9.646287619625905e-13
screenshot_like_simple_start,dop853_strict,DOP853,1e-09,1e-11,0.04505632040050063,0.002484618593463683,1.0373337613962432,0.002484618733138099,1.0373337611626214,1.3967441569659456e-10,2.336217885812175e-10,2.336217885812175e-10,0.8635360755477364,-1.5085147439726208,0.8635360755686095,-1.508514744173434,2.0873081041372643e-11,2.0081314389130966e-10,2.0189503280584085e-10,2.0081314389130966e-10,-24.524999997474747,2.525254672036681e-09,2.525254672036681e-09,1.0296655135725507e-10,-24.525000000024065,2.4062529746515793e-11,-2.4062529746515793e-11,-9.81142905056709e-13
